,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,BRK-B,JPM,V,MA,BAC,WFC,GS,JNJ,UNH,PFE,ABBV,TMO,MRK,LLY,WMT,HD,PG,KO,PEP,COST,NKE,BA,CAT,HON,UPS,GE,MMM,XOM,CVX,COP,VZ,T,TMUS,DIS,NFLX,INTC,CSCO,ADBE,CRM,ORCL,AMD
UPS,0.41874649158878047,0.32648055902151196,0.2767387338498925,0.3582227662568617,0.26713444598371816,0.28227451797273817,0.26290906716482365,0.3879193094709567,0.3875771325672781,0.3768579291235803,0.4043230997730226,0.4265763706455661,0.37495670490700433,0.42111157251271897,0.19650445404354605,0.136154587766842,0.292613635692944,0.21516758037618344,0.38854790687693147,0.1912027058797283,0.16165028739696674,0.22295288305010566,0.4765900685327974,0.2578684669664248,0.24026505927025554,0.2372373944386369,0.27970650947480613,0.4054541704262243,0.30698896324492725,0.41089804982021516,0.405974131744828,1.0,0.270996754358347,0.3823558676889244,0.25150620590728445,0.27917979920334823,0.24280817255231057,0.19901422299080113,0.1556699190157175,0.18562712053135172,0.4084750056079559,0.18850254627963456,0.30504159595497754,0.3540495812882392,0.30238597635956893,0.29744150288015575,0.17545298211071772,0.3010342759371233
GE,0.3927585322752966,0.3606766364885812,0.345068516438657,0.394986792943937,0.4466955027291298,0.3525679807119027,0.3218513733173285,0.4112545901777511,0.48729866454886983,0.4324959746974123,0.4602069890751905,0.4490383895739706,0.4370026193681715,0.5072580035498905,0.056296221297093274,0.09338820657493829,0.1318109550391956,0.15282803519982294,0.32582402187125625,0.12251776184532663,0.21400752310573246,0.2043614064471809,0.33473775857430627,0.12659414788093767,0.16643730662050962,0.08522210419247397,0.3176516386625367,0.3102745710169406,0.44659681849432464,0.4713547516130735,0.43578786016765547,0.270996754358347,1.0,0.4230276786961868,0.2163357890831512,0.2507559838032616,0.2509489690827098,0.14698866139980013,0.16016672619196057,0.23036457929611592,0.3835119714876363,0.3498608981535108,0.31961107289484225,0.33728664193304964,0.2995265221578204,0.32204782820046934,0.31700318468074534,0.41328406086637787
MMM,0.3371069824600353,0.269395369019841,0.26318679129578765,0.28854034759539665,0.23862730434913584,0.27111954819596956,0.23191155932712298,0.44129334907294937,0.4361546667887653,0.3755502108677357,0.3910078930488223,0.43978769396063466,0.4112488289418927,0.45936844576803215,0.22262758581182543,0.1392513402758286,0.3094288257479595,0.22595116229526038,0.3803448924349565,0.18265553377360463,0.1318912461943859,0.2202007185085133,0.4308906445460562,0.25555908630437607,0.2778988913331504,0.22779461259343242,0.27397117858062214,0.35615030566034184,0.3066905188204939,0.43910064947697247,0.49349956196151584,0.3823558676889244,0.4230276786961868,1.0,0.2010594688391239,0.24686338999650909,0.2412880353504177,0.1646417238885909,0.18833160779557587,0.18184535975957133,0.3677411921777313,0.2056829580470876,0.27238595228309276,0.3299514236873555,0.27736030290617136,0.2586381188362123,0.20952136749215747,0.2697807469465435
XOM,0.20977886686089056,0.07221003332681436,0.08509568696076686,0.11966194192804835,0.08084254549625186,0.07033500027191934,0.09637282681933372,0.3701256839846427,0.2935261372561592,0.2131193859561214,0.22459316164592377,0.3183497212260313,0.2639531522489243,0.2872204668372109,0.13081857791207208,0.08553264993581028,0.18291013294828518,0.162278064184901,0.20767450828283918,0.15412470417128069,0.07129194541975682,0.12297636778566437,0.17366242859068426,0.08641109792188817,0.1642887953592125,0.1562909310379181,0.1199619708539009,0.20070113066250778,0.20191244707692746,0.41738416819192964,0.28253640741222213,0.25150620590728445,0.2163357890831512,0.2010594688391239,1.0,0.8409806651261336,0.8268445423271462,0.19529872496334869,0.17688623904212564,0.15673265716092089,0.27756535668526966,0.1049744076476762,0.15625254782995096,0.2213089026452528,0.10234235850252427,0.12277804903637321,0.069942274759288,0.12831066385265683
CVX,0.2525753112894256,0.13928171111282842,0.15401393260688317,0.189508728014777,0.14921625452518214,0.12468232677829692,0.15053550288135661,0.4010412862839436,0.34598305207614255,0.21286296896424886,0.22954228386696476,0.3720561590241673,0.3228407073951578,0.33909466914731945,0.1377547902295318,0.10792839374147331,0.211549334074828,0.1563977012753006,0.25011910143892707,0.16084622553058248,0.07098741403865157,0.135284345821683,0.20339872203136028,0.05389214975514538,0.14417510306015716,0.13742851819322335,0.14545409275381524,0.23332664516796794,0.2340879052421811,0.4559039940931012,0.3057643653657567,0.27917979920334823,0.2507559838032616,0.24686338999650909,0.8409806651261336,1.0,0.811355511305617,0.19445247821903772,0.17623910333880233,0.1574674196267108,0.3043519283011199,0.12047214624403993,0.1978267272356701,0.25793583099227846,0.14725565437045543,0.167679648566143,0.13073491692791867,0.1716219630390619
COP,0.23372982888590124,0.13389578092200213,0.14334574526085248,0.18047828077538705,0.15232162245803782,0.10885211598835573,0.14939762920962135,0.3712316242273626,0.33285431378309077,0.23383534969737696,0.22955371434113847,0.3561969691435543,0.31628609816958864,0.3373648448637086,0.10091037124636601,0.1011744156236924,0.1932387339051831,0.1636112360426366,0.23654258923659108,0.16926226978783135,0.09609340480357192,0.12625214822447497,0.16163296029484545,0.044945168424145934,0.11203386080110606,0.11174298745638377,0.11186244558747462,0.2214024559965418,0.23851886941623426,0.4342205953186092,0.3175320176843612,0.24280817255231057,0.2509489690827098,0.2412880353504177,0.8268445423271462,0.811355511305617,1.0,0.13452949241235795,0.14158097724167198,0.13043549241496652,0.2987015032337429,0.12064905537140018,0.18347331628201508,0.2348106693183419,0.14472219361552788,0.1911438188276973,0.14572056206079562,0.17144647255277387
VZ,0.16225936650021908,0.04485199388664229,0.06324596303261854,0.05160357618118617,-0.052191991570257404,0.049448674493528966,-0.003206198244917069,0.2993409423496232,0.16627793363612597,0.1928711199070682,0.21013475223712882,0.2096855842888014,0.13445917433515567,0.10761173133274629,0.29103165501349154,0.13791727861828598,0.2611485239396426,0.21316898315290259,0.1684337554856855,0.22950579718239958,0.09393522491967822,0.1715714470024161,0.2266398738156137,0.3555890009972521,0.37828336101859494,0.3259997019856278,0.12269431323674339,0.13545022615411456,0.0726465828097611,0.12586019903708948,0.21240854208661844,0.19901422299080113,0.14698866139980013,0.1646417238885909,0.19529872496334869,0.19445247821903772,0.13452949241235795,1.0,0.6826612541773462,0.435890502695958,0.17108273052622758,0.05124588685821708,0.08248209281211681,0.16187456492580518,0.04954964660545199,0.04580143574872201,-0.007894831626634857,-0.0423760956377886
T,0.16419348648163118,0.026753453606188495,0.04372296683510392,0.08318824745658682,-0.024870085976268264,0.08255167192976322,0.009025078256737044,0.33650769635102273,0.22484132687740147,0.24438909371259618,0.2729201504775564,0.2603019444550428,0.2006467910005155,0.17380175715763824,0.2564228021250682,0.1336455021079377,0.2233278181835095,0.20160819730645474,0.132457812603383,0.18546221681976802,0.07469854559939265,0.18780980953518875,0.20736037696659362,0.3077545653523339,0.35743464736707786,0.27203324047608424,0.1365527965586794,0.11776203410178734,0.11251142890084334,0.1080597888557567,0.22466829762357776,0.1556699190157175,0.16016672619196057,0.18833160779557587,0.17688623904212564,0.17623910333880233,0.14158097724167198,0.6826612541773462,1.0,0.4186632611125615,0.21096399055643117,0.12728789837627524,0.08974491015156709,0.1878258196132735,0.08612716330223982,0.09984622054815197,0.012663887493838979,-0.0027166961139463777
TMUS,0.2644658404541093,0.2191618603391472,0.15566514307091328,0.1840568130081763,0.13021808438831292,0.10472688317649077,0.10622796545177081,0.3431111613978134,0.21073808118100337,0.3356853605581644,0.3563866128278493,0.20900025604882178,0.19535539551559267,0.19593821832654593,0.23924429290971277,0.19753754144227734,0.18410936341510223,0.18800705964262293,0.14621685998883743,0.17004558171782375,0.14291689673937366,0.2578984491684075,0.2850093259636573,0.31634143130563325,0.35515818438668995,0.31830752448250904,0.3465239844548017,0.17216968907556873,0.1838311272590409,0.10829540312523972,0.23251036108615344,0.18562712053135172,0.23036457929611592,0.18184535975957133,0.15673265716092089,0.1574674196267108,0.13043549241496652,0.435890502695958,0.4186632611125615,1.0,0.21092085775195307,0.18327869229017604,0.15380977153851813,0.22310248133340066,0.21990940011851656,0.20077744815584533,0.07387358423214016,0.12614346662406184
DIS,0.439817426278114,0.4047829953187449,0.35371389892288435,0.46479573942716546,0.3841476651396594,0.3843136554706099,0.3700409859248203,0.4312873449359723,0.46645144323019627,0.44750439457510505,0.4908252631384789,0.49159772716548944,0.42807029001852986,0.49036451839736145,0.10754305994487187,0.09052366309539217,0.2141222604758695,0.12408985917801846,0.3692004517920231,0.09860657540623433,0.15724480322924803,0.21070250947904887,0.41657460543390074,0.1680473763325017,0.1835233536089005,0.17624319248651776,0.2768372390176053,0.4557788375598713,0.38121677331940457,0.3706734324158133,0.4318583461816823,0.4084750056079559,0.3835119714876363,0.3677411921777313,0.27756535668526966,0.3043519283011199,0.2987015032337429,0.17108273052622758,0.21096399055643117,0.21092085775195307,1.0,0.4310289139309132,0.3025143892483446,0.3678438451436784,0.37699137337431765,0.4066408606305605,0.2419626907380316,0.3727695531254145
NFLX,0.39338441659448015,0.43081047532297884,0.3713455767413493,0.4740671841665121,0.42950591196905197,0.44767254462756784,0.34712382270031983,0.28001021748341126,0.2686639805164137,0.33742669544792736,0.36523994717557406,0.257778161558888,0.22941660690490576,0.2856165946862028,0.010225868170329121,0.046747800768817974,0.09096937588742691,0.04399896649914595,0.19646036921112217,0.022949725523948823,0.13491460354170556,0.15834298983937856,0.24248738495462951,0.09047650575429796,0.09796031832542854,0.060488121086507134,0.3237209721327461,0.2730410950312192,0.30382922623842873,0.18310569956244235,0.2635023348240594,0.18850254627963456,0.3498608981535108,0.2056829580470876,0.1049744076476762,0.12047214624403993,0.12064905537140018,0.05124588685821708,0.12728789837627524,0.18327869229017604,0.4310289139309132,1.0,0.23190196863169138,0.2698688163947827,0.40115554064216835,0.418416062470421,0.2328634895671344,0.3855659466125862
INTC,0.3573939675368147,0.329921666458116,0.3214316859759731,0.3520652170304845,0.37507470582036173,0.296368692396264,0.3006129129775229,0.3017560269517772,0.306288826947165,0.25698396202859913,0.2877745335579732,0.2935736945474111,0.2781753473079181,0.373209648219762,0.07953989635778731,0.08204133392243597,0.18124669308875818,0.13924089739537168,0.30251540205473726,0.09035045271416527,0.12862399188672322,0.12563809773720597,0.2704041903785282,0.11229695275696064,0.10415157680587019,0.13385782476357974,0.234649995864715,0.2723194584465738,0.32722725351908205,0.3238087399638985,0.3345116334334824,0.30504159595497754,0.31961107289484225,0.27238595228309276,0.15625254782995096,0.1978267272356701,0.18347331628201508,0.08248209281211681,0.08974491015156709,0.15380977153851813,0.3025143892483446,0.23190196863169138,1.0,0.3169431677847655,0.2694065587420067,0.2833652953602654,0.2460535156552318,0.4369700738786517
CSCO,0.475547370494313,0.4149265321313928,0.3899802814102716,0.39649046656584275,0.3884317123490876,0.32292526112353775,0.2860669448811366,0.4078837081546935,0.42527052124462705,0.41092649542342313,0.43106322241189965,0.4253146658181299,0.3925936723917446,0.4447273347412025,0.17795344846882621,0.10242129128718964,0.2625953480932939,0.18936336479754326,0.3508080278731147,0.13857862439378207,0.14767319805315926,0.28873384664656354,0.381997419809893,0.2337711642303777,0.2837266966099114,0.26831101433893656,0.36062128218657663,0.3534067268283249,0.29552093699163995,0.3707605286988531,0.435190049386672,0.3540495812882392,0.33728664193304964,0.3299514236873555,0.2213089026452528,0.25793583099227846,0.2348106693183419,0.16187456492580518,0.1878258196132735,0.22310248133340066,0.3678438451436784,0.2698688163947827,0.3169431677847655,1.0,0.3619950040566044,0.34383915192906334,0.32206540950977824,0.4059454443011812
ADBE,0.48683926640352676,0.5717419584116092,0.4848283168914427,0.5260279301823788,0.4726934091737491,0.45447440535334777,0.33637484857923877,0.35431504473798503,0.3062851068726686,0.47234940937085323,0.5019577408276504,0.29762034936286663,0.27754657478282124,0.3523118913642549,0.05193912079460776,0.1321657123731584,0.1618053947498066,0.11350845772668945,0.3753178408860704,0.0384858221323012,0.18030602540313634,0.1673946229294583,0.41129870372427363,0.16559463689573323,0.16705587595167748,0.16154596827518086,0.39626767697452564,0.3542792491360563,0.26850257448418247,0.21489340514788796,0.3512749571641253,0.30238597635956893,0.2995265221578204,0.27736030290617136,0.10234235850252427,0.14725565437045543,0.14472219361552788,0.04954964660545199,0.08612716330223982,0.21990940011851656,0.37699137337431765,0.40115554064216835,0.2694065587420067,0.3619950040566044,1.0,0.6230602195159851,0.3054512503763788,0.42245110191526813
CRM,0.45973957212186345,0.5689490983455353,0.4467005144938949,0.5470869329523569,0.469543991146908,0.4451549737390474,0.3789123442893978,0.3310008997790016,0.3345213438410858,0.426802277064839,0.4626067719533918,0.34912135184167525,0.326886593538934,0.4011937526227439,0.02333533368729639,0.14462253806377812,0.1279231303487273,0.0826838159309507,0.36352908324546257,0.04715591704448791,0.18341920817347723,0.14404286102401348,0.36208276898574787,0.09943885132392029,0.10901320488107773,0.1116522429086593,0.3620027465800296,0.3401784756302329,0.3123358627217534,0.2619180478301319,0.3218077624946362,0.29744150288015575,0.32204782820046934,0.2586381188362123,0.12277804903637321,0.167679648566143,0.1911438188276973,0.04580143574872201,0.09984622054815197,0.20077744815584533,0.4066408606305605,0.418416062470421,0.2833652953602654,0.34383915192906334,0.6230602195159851,1.0,0.3244725306246159,0.4210974437892451
ORCL,0.2779787550371097,0.43851659158089834,0.31212521489149436,0.33084073445125367,0.45216885205026663,0.28125013163901785,0.2978161285171188,0.18555811461772456,0.2635344881754173,0.22012121091447814,0.256501770938771,0.2445419009854761,0.21639548341871137,0.3477402013341055,-0.02460359328481783,0.08812126108506142,0.1107856299714866,0.06671516413509589,0.24028577206982984,0.018904760310504136,0.15978524730876262,0.10332153648819406,0.19858399406933422,0.01678976820775084,0.010188761552438188,0.05418748108362617,0.2000900293241092,0.20140907175156747,0.21181956650858352,0.3025703017078042,0.22179003342009046,0.17545298211071772,0.31700318468074534,0.20952136749215747,0.069942274759288,0.13073491692791867,0.14572056206079562,-0.007894831626634857,0.012663887493838979,0.07387358423214016,0.2419626907380316,0.2328634895671344,0.2460535156552318,0.32206540950977824,0.3054512503763788,0.3244725306246159,1.0,0.36697383832088043
AMD,0.48744943939708446,0.5327420492701782,0.5161417830645844,0.512626233780391,0.6870995183101347,0.4662136502558365,0.4552051932465291,0.2751667413649894,0.3358613290158065,0.36237429242743313,0.38611157816187164,0.32831036435101935,0.32021023389885994,0.4291877242012541,-0.025087906900651238,0.08311057351602914,0.08262469478101796,0.04162534447297513,0.34233968751249727,-0.004140240045063086,0.13014536597864707,0.12927809929622658,0.3070228992534113,0.02648631395461942,0.032212441521016745,0.033909373185799806,0.33980235390033203,0.3183638300362577,0.37626397290528635,0.38361790285271036,0.33790659356475644,0.3010342759371233,0.41328406086637787,0.2697807469465435,0.12831066385265683,0.1716219630390619,0.17144647255277387,-0.0423760956377886,-0.0027166961139463777,0.12614346662406184,0.3727695531254145,0.3855659466125862,0.4369700738786517,0.4059454443011812,0.42245110191526813,0.4210974437892451,0.36697383832088043,1.0
